container_name,member_name,member_path_hint,member_kind,library_group,member_size_bytes,member_size_gb,candidate_use,license_status,sha256_status,processing_allowed,reason_blocked
drive-download-20260705T104354Z-3-002.zip,Screenshot 2026-06-30 at 1.17.49 AM.png,<input_dir>/drive-download-20260705T104354Z-3-002.zip::Screenshot 2026-06-30 at 1.17.49 AM.png,png_image,documentation_image,4567874,0.005,documentation screenshot inside provided package; not analytical data,user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
drive-download-20260705T104354Z-3-002.zip,CopernicusDEM_Elevation_Slope_Thailand-0000046592-0000000000.tif,<input_dir>/drive-download-20260705T104354Z-3-002.zip::CopernicusDEM_Elevation_Slope_Thailand-0000046592-0000000000.tif,image_tiff,copernicus_dem,175607667,0.176,candidate elevation/slope context for flood false-positive review and exposure explanation,user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-027.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PAN/IMG_T2V_20250608033424_PRIMARY_P_32.TIF,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-027.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PAN/IMG_T2V_20250608033424_PRIMARY_P_32.TIF,image_tiff,theos2_optical,836811919,0.837,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-027.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PSH/IMG_T2V_20250603033815_PRIMARY_PMS_32.TIF.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-027.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PSH/IMG_T2V_20250603033815_PRIMARY_PMS_32.TIF.ovr,overview,theos2_optical,690649210,0.691,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-027.zip,THEOS-2 Sample Images/index_3x3km.zip,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-027.zip::THEOS-2 Sample Images/index_3x3km.zip,zip_package,theos2_optical,3888,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-027.zip,THEOS-2 Sample Images/Index.xlsx,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-027.zip::THEOS-2 Sample Images/Index.xlsx,file,theos2_optical,6525,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-027.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32_2.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-027.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32_2.tif.aux.xml,file,theos2_optical,25949,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-027.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_P_32/PREVIEW_T2V_20240115032611_ORTHO_P_32.JPG,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-027.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_P_32/PREVIEW_T2V_20240115032611_ORTHO_P_32.JPG,file,theos2_optical,352406,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-027.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_MS_32/IMG_T2V_20240115032611_ORTHO_MS_32.TIF.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-027.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_MS_32/IMG_T2V_20240115032611_ORTHO_MS_32.TIF.ovr,overview,theos2_optical,53522739,0.054,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-026.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_P_32/IMG_T2V_20240115032611_ORTHO_P_32.TIF,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-026.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_P_32/IMG_T2V_20240115032611_ORTHO_P_32.TIF,image_tiff,theos2_optical,1353609499,1.354,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-026.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/IMG_T2V_20240115032611_PRIMARY_MS_32.TIF,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-026.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/IMG_T2V_20240115032611_PRIMARY_MS_32.TIF,image_tiff,theos2_optical,214094557,0.214,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-026.zip,THEOS-2 Sample Images/Disaster/IMG_T2V_20250731035100_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-026.zip::THEOS-2 Sample Images/Disaster/IMG_T2V_20250731035100_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-026.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PAN/IMG_T2V_20250608033424_PRIMARY_P_32.IMD,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-026.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/PAN/IMG_T2V_20250608033424_PRIMARY_P_32.IMD,file,theos2_optical,185727,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-026.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32_2.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-026.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32_2.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-026.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/RPC_T2V_20240115032611_PRIMARY_MS_32.XML,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-026.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/RPC_T2V_20240115032611_PRIMARY_MS_32.XML,file,theos2_optical,11437,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-026.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/IMG_T2V_20240115032611_PRIMARY_MS_32.TIF.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-026.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/IMG_T2V_20240115032611_PRIMARY_MS_32.TIF.ovr,overview,theos2_optical,46998901,0.047,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-014.zip,THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-014.zip::THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,1738833858,1.739,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-014.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_P_32/IMG_T2V_20240115032611_PRIMARY_P_32.TIF,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-014.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_P_32/IMG_T2V_20240115032611_PRIMARY_P_32.TIF,image_tiff,theos2_optical,856289569,0.856,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-014.zip,THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32_2.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-014.zip::THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32_2.tif.aux.xml,file,theos2_optical,51367,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-014.zip,THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-014.zip::THEOS-2 Sample Images/Coastal/IMG_T2V_20241203033748_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,34205,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-014.zip,THEOS-2 Sample Images/LULC/IMG_T2V_20241224034201_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-014.zip::THEOS-2 Sample Images/LULC/IMG_T2V_20241224034201_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,40664,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-014.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/PREVIEW_T2V_20240115032611_PRIMARY_MS_32.JPG,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-014.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L2_P+MS/IMG_T2V_PRIMARY_MS_32/PREVIEW_T2V_20240115032611_PRIMARY_MS_32.JPG,file,theos2_optical,338581,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-014.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/MS/IMG_T2V_20250608033424_PRIMARY_MS_32.TIF,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-014.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area01_อุดรธานี/Bundle_File(P+MS+PSH)/MS/IMG_T2V_20250608033424_PRIMARY_MS_32.TIF,image_tiff,theos2_optical,209183453,0.209,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/LULC/IMG_T2V_20241224034201_ORTHO_PMS_32.tif,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/LULC/IMG_T2V_20241224034201_ORTHO_PMS_32.tif,image_tiff,theos2_optical,818124968,0.818,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/LULC/IMG_T2V_20241224034201_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/LULC/IMG_T2V_20241224034201_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,280301644,0.28,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/LULC/IMG_T2V_20241012033956_ORTHO_PMS_32.tif,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/LULC/IMG_T2V_20241012033956_ORTHO_PMS_32.tif,image_tiff,theos2_optical,258885206,0.259,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32.tif,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32.tif,image_tiff,theos2_optical,258934767,0.259,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/Disaster/IMG_T2V_20250731035100_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/Disaster/IMG_T2V_20250731035100_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,48817,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/Urban/IMG_T2V_20241203033748_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/Urban/IMG_T2V_20241203033748_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/Urban/IMG_T2V_20241219034659_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/Urban/IMG_T2V_20241219034659_ORTHO_PMS_32.tfw,file,theos2_optical,90,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/Coastal/IMG_T2V_20240821033931_ORTHO_PMS_32.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/Coastal/IMG_T2V_20240821033931_ORTHO_PMS_32.tif.aux.xml,file,theos2_optical,42142,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_MS_32/PREVIEW_T2V_20240115032611_ORTHO_MS_32.KMZ,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_MS_32/PREVIEW_T2V_20240115032611_ORTHO_MS_32.KMZ,file,theos2_optical,459048,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-002.zip,THEOS-2 Sample Images/LULC/IMG_T2V_20241012033956_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-002.zip::THEOS-2 Sample Images/LULC/IMG_T2V_20241012033956_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,50878937,0.051,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-009.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-009.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20240131033325_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,1012386380,1.012,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-009.zip,THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-009.zip::THEOS-2 Sample Images/Agri/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif,image_tiff,theos2_optical,289578166,0.29,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-009.zip,THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250209034640_ORTHO_PMS_32.TIF,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-009.zip::THEOS-2 Sample Images/Miscellaneous/IMG_T2V_20250209034640_ORTHO_PMS_32.TIF,image_tiff,theos2_optical,807769028,0.808,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-022.zip,THEOS-2 Sample Images/Urban/IMG_T2V_20241203033748_ORTHO_PMS_32.tif.ovr,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-022.zip::THEOS-2 Sample Images/Urban/IMG_T2V_20241203033748_ORTHO_PMS_32.tif.ovr,overview,theos2_optical,1738833858,1.739,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-022.zip,THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_MS_32/IMG_T2V_20240115032611_ORTHO_MS_32.TIF,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-022.zip::THEOS-2 Sample Images/RAW Data (PAN+MS)/Area02_ร้อยเอ็ด/L3ORT_P+MS/IMG_T2V_ORTHO_MS_32/IMG_T2V_20240115032611_ORTHO_MS_32.TIF,image_tiff,theos2_optical,338403811,0.338,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-022.zip,THEOS-2 Sample Images/Coastal/IMG_T2V_20240821033931_ORTHO_PMS_32.tfw,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-022.zip::THEOS-2 Sample Images/Coastal/IMG_T2V_20240821033931_ORTHO_PMS_32.tfw,file,theos2_optical,89,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
THEOS-2 Sample Images-20260620T002637Z-3-022.zip,THEOS-2 Sample Images/Urban/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif.aux.xml,<input_dir>/THEOS-2 Sample Images-20260620T002637Z-3-022.zip::THEOS-2 Sample Images/Urban/IMG_T2V_20241012033956_ORTHO_PMS_32_2.tif.aux.xml,file,theos2_optical,55192,0.0,"optical context, thumbnail, and land-cover/exposure support only",user_reported_hackathon_free_use,not_recorded,False,zip member cataloged without extraction; checksum not recorded for member; source package remains outside Git
